CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;NM_FANTASIA;ENDER_ELETRONICO;PUBLICO_ALVO;RESTR_INVEST;OBJETIVO;POLIT_INVEST;PR_PL_ATIVO_EXTERIOR;PR_PL_ATIVO_CRED_PRIV;PR_PL_ALAVANC;PR_ATIVO_EMISSOR;DERIV_PROTECAO_CARTEIRA;RISCO_PERDA;RISCO_PERDA_NEGATIVO;PR_PL_APLIC_MAX_FUNDO_UNICO;INVEST_INICIAL_MIN;INVEST_ADIC;RESGATE_MIN;HORA_APLIC_RESGATE;VL_MIN_PERMAN;QT_DIA_CAREN;CONDIC_CAREN;CONVERSAO_COTA_COMPRA;QT_DIA_CONVERSAO_COTA_COMPRA;CONVERSAO_COTA_CANC;QT_DIA_CONVERSAO_COTA_RESGATE;TP_DIA_PAGTO_RESGATE;QT_DIA_PAGTO_RESGATE;TP_TAXA_ADM;TAXA_ADM;TAXA_ADM_MIN;TAXA_ADM_MAX;TAXA_ADM_OBS;TAXA_ENTR;CONDIC_ENTR;QT_DIA_SAIDA;TAXA_SAIDA;CONDIC_SAIDA;TAXA_PERFM;PR_PL_DESPESA;DT_INI_DESPESA;DT_FIM_DESPESA;ENDER_ELETRONICO_DESPESA;VL_PATRIM_LIQ;CLASSE_RISCO_ADMIN;PR_RENTAB_FUNDO_5ANO;INDICE_REFER;PR_VARIACAO_INDICE_REFER_5ANO;QT_ANO_PERDA;DT_INI_ATIV_5ANO;ANO_SEM_RENTAB;CALC_RENTAB_FUNDO_GATILHO;PR_VARIACAO_PERFM;CALC_RENTAB_FUNDO;RENTAB_GATILHO;DS_RENTAB_GATILHO;ANO_EXEMPLO;ANO_ANTER_EXEMPLO;VL_RESGATE_EXEMPLO;VL_IMPOSTO_EXEMPLO;VL_TAXA_ENTR_EXEMPLO;VL_TAXA_SAIDA_EXEMPLO;VL_AJUSTE_PERFM_EXEMPLO;VL_DESPESA_EXEMPLO;VL_DESPESA_3ANO;VL_DESPESA_5ANO;VL_RETORNO_3ANO;VL_RETORNO_5ANO;REMUN_DISTRIB;DISTRIB_GESTOR_UNICO;CONFLITO_VENDA;TEL_SAC;ENDER_ELETRONICO_RECLAMACAO;INF_SAC
00.073.041/0001-08;BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2014-02-28;BB BESC PRATICO;bb.com.br/besc;buscar retorno por meio de investimentos em ativos de renda fixa, podendo manter mais de 20% da sua carteira em títulos de médio e alto risco de crédito e que sejam pessoas físicas e jurídicas, correntistas oriundos do BESC.;que sejam pessoas físicas e jurídicas, correntistas oriundos do BESC.;Acompanhar o CDI mediante aplicação em ativos de renda fixa, podendo deter até 50% em ativos privados.;As aplicações do FUNDO deverão se subordinar aos limites abaixo, em relação ao patrimônio líquido:   Títulos públicos federais e operações compromissadas com lastro em títulos públicos federais, ativos financeiros de renda fixa de baixo risco de crédito, CCBs, Cotas de FIs, FICs classificados como Referenciado DI e Cotas de FIDCs e Cotas de Fundos de Investimento em Cotas de Fundos de Investimento em Direito Creditório (FIC FIDC):  Min 0%   Máx: 100%;0.000000;500.000000;0.000000;20.000000;;S;N;;50.000000;50.000000;50.000000;17:00;50.000000;;;Fechamento;1;Fechamento;0;;0;Fixa;0.500000;;;;;;;;;Não há.;0.550900;2013-01-01;2013-12-31;bb.com.br/besc;56632893.150000;2;45.260000;CDI252;43.970000;0;2008-09-30;;;0.000000;;;;2014;2013;1065.040000;13.800000;;;;5.940000;6.380000;7.030000;1151.250000;1269.250000;;;;8007293886;bbdtvm@bb.com.br - Praça XV de novembro, 20/3ªA;
00.323.513/0001-33;VOTORANTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PLUS RENDA FIXA REFERENCIADO DI;2014-02-28;FIC DE FI VOTORANTIM PLUS REFERENCIADO DI;www.vam.com.br;O Fundo é destinado a investidores que pretendam: investir por longo prazo em fundos que tenham desempenho próximo à Taxa DI "over".;;O ADMINISTRADOR buscará proporcionar aos condôminos do FUNDO a valorização de suas cotas através da aplicação de seus recursos em cotas de fundos de investimento na modalidade referenciados DI, regulamentados pela Comissão de Valores Mobiliários, visando à superação no longo prazo da Taxa DI "over".;A carteira do Fundo é preponderantemente constituída por cotas fundos de investimentos que busquem acompanhar a variação do CDI, estando sujeitos também as oscilações de ágio/deságio dos títulos que utilizam o CDI como referência.;0.000000;50.000000;0.000000;100.000000;;N;N;;1000.000000;1000.000000;1000.000000;15:00;1000.000000;;;Abertura;0;Abertura;0;;0;Variável;;0.200000;0.350000;;;;;;;;0.210000;2013-01-01;2013-12-31;sac@bancovotorantim.com.br;141105937.630000;1;54.950000;CDI;57.660000;0;1999-08-31;;;0.000000;;;;2014;2013;1063.760000;13.530000;;;;2.260000;2.430000;2.680000;155.200000;273.600000;;;;551151711000;sac@bancovotorantim.com.br;
00.398.561/0001-90;PORTO SEGURO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;PORTO SEGURO AÇÕES FICFI;WWW.INTRAG.COM.BR;O FUNDO é destinado a investidores em geral, clientes do GESTOR, de sua controladora ou afiliadas.;NÃO HÁ RESTRIÇÃO;O objetivo do FUNDO é aplicar seus recursos em cotas do PORTO SEGURO VALOR MASTER FI EM AÇÕES, CNPJ 14.172.679/0001-00, o qual investe em ações admitidas à negociação no mercado à vista de bolsa de valores ou entidade do mercado de balcão organizado.;O objetivo do FUNDO é aplicar seus recursos em cotas do fundo de investimento PORTO SEGURO MASTER FUNDO DE INVESTIMENTO EM AÇÕES CNPJ 14.172.679/0001-00, classificado como "Ações", o qual investe em ativos financeiros que tenham como principal fator de risco a variação de preços de ações admitidas à negociação no mercado à vista de bolsa de valores ou entidade do mercado de balcão organizado.;10.000000;33.000000;0.000000;0.000000;;N;S;;20000.000000;100.000000;100.000000;15:00;1000.000000;0;Não há;Fechamento;0;Fechamento;1;;4;Fixa;2.000000;0.000000;2.000000;2% do patrimônio líquido ao ano.;0.000000;Não há;0;;Não há.;Para o fundo, será cobrada taxa de performance corresponde a 20% da valorização das cotas do Fundo que exceder a 100% do índice IBOVESPA FECHAMENTO mais 0% a.a.;2.720000;2013-02-01;2014-01-31;WWW.INTRAG.COM.BR;18524587.800000;5;12.220000;IBOVESPA FECHAMENTO;23.340000;3;1998-09-30;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);12.220000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;897.570000;0.000000;0.000000;0.000000;20.000000;24.350000;83.620000;143.220000;74.010000;133.060000;;;;8007280728;www.intrag.com.br;
00.400.490/0001-13;PORTO SEGURO MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2014-02-28;PORTO SEGURO MULTI-ESTRATÉGIA FICFI MULTIMERCADO;WWW.INTRAG.COM.BR;O FUNDO destina-se exclusivamente a receber recursos de pessoas físicas ou jurídicas, clientes do GESTOR ou empresas a ele ligadas.;;O objetivo é aplicar seus recursos em ativos de diferentes naturezas e características, sem o compromisso de concentração em nenhum ativo ou fator de risco em especial.;O objetivo do Fundo é aplicar seus recursos em cotas doFundode investimento PORTO SEGURO MULTI-ESTRATÉGIA MÁSTER FUNDO DE INVESTIMENTO MULTIMERCADO, o qual investe em ativos de diferentes naturezas e características, sem o compromisso de concentração em nenhum ativo ou fator de risco em especial, observadoque a rentabilidade do Fundo será impactada em virtude dos custos e despesas do Fundo, inclusive taxa de administração, se houver.;20.000000;50.000000;0.000000;100.000000;;N;S;;20000.000000;100.000000;100.000000;15:00;1000.000000;0;Não há;Fechamento;0;Fechamento;14;;15;Fixa;1.500000;0.000000;1.500000;1,5% do patrimônio líquido ao ano.;0.000000;Não há;0;0.000000;Não há.;Para o fundo, será cobrada taxa de performance corresponde a 20% da valorização das cotas do Fundo que exceder a 100% do índice CDI mais 0% a.a.;2.490000;2013-02-01;2014-01-31;WWW.INTRAG.COM.BR;29325355.300000;4;49.570000;CDI;57.220000;0;1998-10-22;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);49.570000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1027.950000;5.930000;0.000000;0.000000;20.000000;24.070000;71.470000;121.940000;86.160000;154.340000;;;;8007280728;www.intrag.com.br;
00.598.452/0001-17;MB MASTER REFERENCIADO DI LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO;2014-02-28;MB MASTER REF.DI LP-FDO INV.FINAN.;http://www.mercantildobrasil.com.br/hpg/institucional/para_voce/investimentos/fundos.aspx.;O FUNDO destina-se a investidores, pessoas físicas e/ou jurídicas que desejam obter rentabilidade próxima ao rendimento do Certificado de Depósito Interfinanceiro (CDI).;O fundo se restringe ao seu publico alvo em  PF e PJ;O objetivo do  FUNDO é possibilitar aos cotistas aplicar seus recursos em ativos de renda fixa que busquem rentabilidade próxima à remuneração do Certificado de Depósito Interfinanceiro (CDI)  proporcionando aos seus cotistas, liquidez e segurança.;i) Até 100% em títulos de emissão do Tesouro Nacional e/ou do Banco Central do Brasil ii) Até 50% em títulos e valores mobiliários de renda fixa cujo emissor esteja classificado na categoria de baixo risco  de crédito ou equivalente, com certificação por agência de classificação de risco localizada no País iii) no máximo 20% em títulos de emissão do administrador, gestor e ou empresas a eles ligadas, vedada a aquisição de ações de emissão do administrador.;0.000000;50.000000;100.000000;50.000000;;S;N;;5000.000000;1000.000000;1000.000000;16:00;1000.000000;0;;Fechamento;0;Fechamento;0;;0;Fixa;0.300000;;;;;;;;;;0.050000;2014-02-01;2014-02-28;http://www.mercantildobrasil.com.br/hpg/institucional/para_voce/investimentos/laminas.aspx;17870158.590000;1;63.900000;CDI OVER CETIP;57.720000;0;1995-06-01;;[(Valor da Cota no último dia útil de fevereiro / Valor da Cota no último dia útil de janeiro)-1 ]*100;0.768700;[(Valor da Cota no último dia útil de fevereiro / Valor da Cota no último dia útil de janeiro)-1 ]*100;;;2014;2013;1073.320000;15.550000;;;;6.550000;20.840000;38.290000;136.790000;237.990000;;;;3130576281;mercantil.distribuidora@mercantil.com.br;
00.785.365/0001-79;ITAÚ MONEY MARKET RENDA FIXA - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;ITAÚ MONEY MARKET RENDA FIXA FICFI;www.itau.com.br;O Fundo, a critério do Administrador, receberá recursos de fundos de investimento, fundos de investimento em cotas de fundos de investimento, pessoas físicas e/ou jurídicas, clientes do Administrador, do Gestor ou de controladas, direta ou indiretamente, pela Itaú Unibanco Holding S.A.;NÃO HÁ RESTRIÇÃO;Proporcionar retorno por meio da aplicação em outros fundos de investimento que investem em ativos de taxas de juros, índices de preços e crédito.;O objetivo do Fundo é aplicar seus recursos em cotas de fundos de investimento classificados como "Renda Fixa", os quais apliquem no mínimo 80% de sua carteira em ativos financeiros de renda fixa de baixo risco de crédito relacionados diretamente, ou sintetizados via derivativos, à taxa de juros doméstica e/ou índices de preço, observado que a rentabilidade do Fundo será impactada em virtude dos custos e despesas do Fundo, inclusive taxa de administração, se houver.;0.000000;50.000000;0.000000;100.000000;;S;N;;120.000000;100.000000;50.000000;17:00;50.000000;0;Não há;Abertura;0;Abertura;0;;0;Fixa;2.500000;0.000000;2.500000;2,5% do patrimônio líquido ao ano.;0.000000;Não há;0;0.000000;Não há.;Não há.;2.590000;2013-02-01;2014-01-31;www.itau.com.br;51522133.980000;3;34.260000;CDI;57.220000;0;1995-09-18;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);34.260000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1047.180000;10.000000;0.000000;0.000000;;27.380000;79.740000;136.400000;77.890000;139.880000;;;;8007280728;www.itau.com.br;
00.817.201/0001-86;ITAÚ RENDA FIXA PLUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;UNIBANCO RENDA FIXA PLUS FICFI;WWW.ITAU.COM.BR;O Fundo destina-se a receber aplicações do público em geral, pessoas físicas ou jurídicas, fundos de investimento ou fundos de investimento em cotas de fundos de investimento, que possuam perfil de investimento e situação financeira compatíveis com o objetivo e a política de investimento do Fundo e que, em função disso, entendam os riscos associados ao investimento no Fundo e possam suportar eventuais perdas.;NÃO HÁ RESTRIÇÃO;Proporcionar retorno por meio da aplicação em outros fundos de investimento que investem em ativos de taxas de juros, índices de preços e crédito.;O objetivo do Fundo é buscar proporcionar rentabilidade aos cotistas, por meio da aplicação dos seus recursos em cotas de fundos de investimentos da classe Renda Fixa ("Fundos de Investimento"), os quais investem seus recursos preponderantemente em títulos e valores mobiliários de renda fixa, de baixo, médio e/ou alto risco de crédito, que proporcionem a exposição de suas respectivas carteiras de investimento às oscilações das taxas de juros e/ou dos índices de preço domésticos.;0.000000;50.000000;0.000000;100.000000;;S;N;;1000.000000;100.000000;0.000000;19:00;100.000000;0;Não há;Abertura;0;Abertura;0;;0;Fixa;3.300000;0.000000;3.300000;3,3% do patrimônio líquido ao ano.;0.000000;Não há;0;0.000000;Não há.;Não há.;3.390000;2013-02-01;2014-01-31;WWW.ITAU.COM.BR;57695299.490000;3;37.140000;CDI;57.220000;0;2001-12-03;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);37.140000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1040.430000;8.570000;0.000000;0.000000;;35.510000;105.040000;181.120000;52.590000;95.160000;;;;8007280728;www.itau.com.br;
00.822.933/0001-64;ITAÚ B RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;ITAÚ B REFERENCIADO DI FI;www.itauprivatebank.com.br;O Fundo, a critério do Administrador, receberá recursos de fundos de investimento administrados pelo banco Itaú S.A. ou pelas demais empresas sob controle direto ou indireto da Itaúsa - Investimentos Itaúsa S.A., designadas instituições Itaú, e também pessoas físicas e jurídicas clientes do  ou das demais "Instituições Itaú".;;Acompanhar a variação do CDI.;O Fundo busca acompanhar a variação do CDI, de forma que, no mínimo, 95% dos ativos componentes de sua carteira estejam atrelados, direta ou indiretamente, a este parâmetro. O Fundo deverá aplicar, no mínimo, 80% de seu patrimônio líquido no conjunto dos seguintes ativos: (a) títulos públicos federais (b) ativos de renda fixa cujos emissores estejam classificados como baixo risco de crédito por agência classificadora localizada no país.;0.000000;20.000000;0.000000;20.000000;;S;N;;1.000000;0.000000;0.000000;15:45;1.000000;0;Não há;Abertura;0;Abertura;0;;0;Fixa;0.280000;0.000000;0.280000;0,275% do patrimônio líquido ao ano.;0.000000;Não há;0;0.000000;Não há.;Não há.;0.380000;2013-02-01;2014-01-31;www.itauprivatebank.com.br;49794101.720000;2;56.520000;CDI;57.220000;0;1995-10-02;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);56.520000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1065.070000;13.790000;0.000000;0.000000;;4.060000;11.340000;18.970000;146.290000;257.310000;;;;8007280728;www.itauprivatebank.com.br;
00.822.948/0001-22;ITAÚ PRIVATE REFERENCIADO DI - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;ITAÚ PRIVATE REFERENCIADO DI FICFI;www.itauprivatebank.com.br;O Fundo, a critério do Administrador, receberá recursos de pessoas físicas ou jurídicas, clientes do private bank do Administrador , do Gestor ou de controladas direta ou inderetamente, pela Itaúsa - Investimentos Itaú S.A..;NÃO HÁ RESTRIÇÃO;Acompanhar a variação do CDI por meio da aplicação em outos fundos de investimento, observado que a rentabilidade do Fundo será impactada em virtude dos custos e despesas do Fundo, inclusive taxa de administração, se houver.;O FUNDO, aberto, com prazo indeterminado de duração e classificado como "referenciado DI", busca acompanhar a variação CDI, mediante aplicações em:(a)no mínimo, 95% (noventa e cinco por cento) do seu patrimônio  líquido ("patrimônio") em cotas de fundos de investimento classificados como "referenciado DI" ("Fundos Investidos") (b)no máximo, 5% (cinco por cento) do seu patrimônio em depósitos à vista, títulos públicos federais, operações compromissadas e títulos de renda fixa emitidos por;0.000000;50.000000;0.000000;100.000000;;S;N;;5000.000000;5000.000000;1.000000;15:30;1.000000;0;Não há;Abertura;0;Abertura;0;;0;Fixa;0.225000;0.000000;0.500000;0,5% do patrimônio líquido ao ano.;0.000000;Não há;0;;Não há.;Não há.;0.630000;2013-02-01;2014-01-31;www.itauprivatebank.com.br;26473399.550000;1;54.570000;CDI;57.220000;0;1995-10-02;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);54.570000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1062.830000;13.320000;0.000000;0.000000;;6.750000;18.940000;31.770000;138.690000;244.510000;;;;8007280728;www.itauprivatebank.com.br;
00.822.954/0001-80;ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2014-02-28;ITAÚ B CAMBIAL FI;www.itauprivatebank.com.br;podem participar do Fundo, a critério do Administrador, pessoas físicas e jurídicas, clientes do private bank do banco Itaú S.A. ou das demais empresas sob controle direto ou indireto da Itaúsa - Investimentos Itaú S.A., designadas instituições Itaú.;;Proporcionar retorno através de uma carteira de ativos financeiros vinculados à variação do dólar dos Estados Unidos da América.;O objetivo do Fundo é buscar proporcionar aos cotistas rentabilidade proveniente de uma carteira de ativos financeiros vinculados à variação do dólar dos Estados Unidos da América.;0.000000;5.000000;0.000000;20.000000;;S;N;;5000.000000;0.010000;0.010000;15:15;1.000000;0;Não há;Fechamento;0;Fechamento;1;;1;Fixa;1.030000;0.000000;1.030000;1,025% do patrimônio líquido ao ano.;0.000000;Não há;0;0.000000;Não há.;Não há.;1.210000;2013-02-01;2014-01-31;www.itauprivatebank.com.br;23684635.570000;3;0.480000;DÓLAR PTAX 800 - VEN;-1.890000;1;1995-10-30;;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);0.480000;Fórmula de cálculo utilizada para rentabilidade da Lâmina: (Rentabilidade Fundo / Rentabilidade do Benchmarck);;;2014;2013;1137.500000;29.160000;0.000000;0.000000;;14.230000;37.040000;62.490000;120.590000;213.790000;;;;8007280728;www.itauprivatebank.com.br;
